FusionName	JunctionReadCount	SpanningFragCount	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	JunctionReads	SpanningFrags	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	dataset	Run	Phenotype	chromtype	leftgene_symbol	rightgene_symbol	left_gene	right_gene	fusion_type	known_fusion	source	known_fusion_disease
PODXL--BGN	67	25	ONLY_REF_SPLICE	PODXL^ENSG00000128567.17	chr7:131556260:-	BGN^ENSG00000182492.16	chrX:153504621:+	SRR934911.1.9217454,SRR934911.1.7180357,SRR934911.1.23369749,SRR934911.1.638872,SRR934911.1.17485288,SRR934911.1.15152621,SRR934911.1.21833884,SRR934911.1.23835816,SRR934911.1.18335881,SRR934911.1.5704980,SRR934911.1.27324174,SRR934911.1.4607240,SRR934911.1.14975529,SRR934911.1.2026850,SRR934911.1.1722631,SRR934911.1.21205801,SRR934911.1.930145,SRR934911.1.16846438,SRR934911.1.24135834,SRR934911.1.19997254,SRR934911.1.18917051,SRR934911.1.5870913,SRR934911.1.6437359,SRR934911.1.5315467,SRR934911.1.15112663,SRR934911.1.20260498,SRR934911.1.22057773,SRR934911.1.11131649,SRR934911.1.6987754,SRR934911.1.13056976,SRR934911.1.25213854,SRR934911.1.19987554,SRR934911.1.15675080,SRR934911.1.7092025,SRR934911.1.3998322,SRR934911.1.13138981,SRR934911.1.3525125,SRR934911.1.20373514,SRR934911.1.1275197,SRR934911.1.21207301,SRR934911.1.223459,SRR934911.1.17193165,SRR934911.1.20528164,SRR934911.1.12518543,SRR934911.1.6858532,SRR934911.1.15331888,SRR934911.1.5212867,SRR934911.1.8807557,SRR934911.1.20377631,SRR934911.1.20652951,SRR934911.1.9853609,SRR934911.1.8979430,SRR934911.1.9895916,SRR934911.1.15206872,SRR934911.1.14949520,SRR934911.1.25344140,SRR934911.1.1553730,SRR934911.1.11628114,SRR934911.1.19073078,SRR934911.1.15847275,SRR934911.1.27041044,SRR934911.1.14842572,SRR934911.1.5185071,SRR934911.1.10921666,SRR934911.1.24966471,SRR934911.1.9354860,SRR934911.1.23348887	SRR934911.1.95835,SRR934911.1.12465891,SRR934911.1.3007405,SRR934911.1.7947739,SRR934911.1.16753596,SRR934911.1.23917548,SRR934911.1.18539637,SRR934911.1.5154489,SRR934911.1.134722,SRR934911.1.14019206,SRR934911.1.7094092,SRR934911.1.16814225,SRR934911.1.3756809,SRR934911.1.20586783,SRR934911.1.7257308,SRR934911.1.19308525,SRR934911.1.3862089,SRR934911.1.16436835,SRR934911.1.9204378,SRR934911.1.26863701,SRR934911.1.22015897,SRR934911.1.18891402,SRR934911.1.14463715,SRR934911.1.23643106,SRR934911.1.14911920	YES_LDAS	3.6032	GT	1.8295	AG	1.8892	[INTERCHROMOSOMAL[chr7--chrX]]	SRP027383	SRR934911	Tumor	interchrom	PODXL	BGN	ENSG00000128567	ENSG00000182492	protein_protein	BGN--PODXL|PODXL--BGN	Fusioncatcher|Zhao	NA|glioma
ZNF787--GPR4	19	16	ONLY_REF_SPLICE	ZNF787^ENSG00000142409.6	chr19:56103139:-	GPR4^ENSG00000177464.5	chr19:45592697:-	SRR934911.1.5154415,SRR934911.1.24408408,SRR934911.1.23334622,SRR934911.1.10980430,SRR934911.1.23299616,SRR934911.1.2193350,SRR934911.1.19876454,SRR934911.1.16961109,SRR934911.1.2860365,SRR934911.1.25385431,SRR934911.1.850858,SRR934911.1.12532344,SRR934911.1.15215482,SRR934911.1.3703990,SRR934911.1.14024081,SRR934911.1.6200798,SRR934911.1.6683209,SRR934911.1.8713801,SRR934911.1.8067180	SRR934911.1.16296803,SRR934911.1.10249033,SRR934911.1.24437899,SRR934911.1.15551046,SRR934911.1.2933507,SRR934911.1.11803522,SRR934911.1.6777538,SRR934911.1.19682309,SRR934911.1.16574686,SRR934911.1.17571647,SRR934911.1.27336571,SRR934911.1.7169189,SRR934911.1.4990515,SRR934911.1.2743258,SRR934911.1.386257,SRR934911.1.2927729	YES_LDAS	1.3708	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr19:10.49Mb]]	SRP027383	SRR934911	Tumor	intrachrom	ZNF787	GPR4	ENSG00000142409	ENSG00000177464	protein_protein	GPR4--ZNF787|ZNF787--GPR4	Fusioncatcher|Zhao	NA|glioma
IFNAR1--IL10RB	4	2	ONLY_REF_SPLICE	IFNAR1^ENSG00000142166.13	chr21:33325131:+	IL10RB^ENSG00000243646.10	chr21:33296184:+	SRR934912.1.11082184,SRR934912.1.5577518,SRR934912.1.4053681,SRR934912.1.23196672	SRR934912.1.20598863,SRR934912.1.11040236	YES_LDAS	0.2734	GT	1.8323	AG	1.7465	[TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr21:0.01Mb],LOCAL_REARRANGEMENT:+:[14242]]	SRP027383	SRR934912	Tumor	intrachrom	IFNAR1	IL10RB	ENSG00000142166	ENSG00000243646	protein_protein	IFNAR1--IL10RB	ChimerDB3.0_ChimerSeq	ACC
GLTP--VPS29	9	8	ONLY_REF_SPLICE	GLTP^ENSG00000139433.10	chr12:109880272:-	VPS29^ENSG00000111237.18	chr12:110496203:-	SRR934913.1.7764838,SRR934913.1.18994430,SRR934913.1.5745041,SRR934913.1.1276427,SRR934913.1.2346642,SRR934913.1.3254429,SRR934913.1.49970,SRR934913.1.3123165,SRR934913.1.3177108	SRR934913.1.292567,SRR934913.1.9551038,SRR934913.1.17536576,SRR934913.1.11551879,SRR934913.1.5626373,SRR934913.1.11824374,SRR934913.1.4099024,SRR934913.1.12025256	YES_LDAS	0.8845	GT	1.5058	AG	1.3996	[INTRACHROMOSOMAL[chr12:0.61Mb]]	SRP027383	SRR934913	Tumor	intrachrom	GLTP	VPS29	ENSG00000139433	ENSG00000111237	protein_protein	GLTP--VPS29|GLTP--VPS29	Fusioncatcher|Zhao	NA|glioma
FAM155A--COL4A1	91	31	ONLY_REF_SPLICE	FAM155A^ENSG00000204442.3	chr13:107865682:-	COL4A1^ENSG00000187498.16	chr13:110242734:-	SRR934915.1.6367343,SRR934915.1.10057161,SRR934915.1.17732614,SRR934915.1.25694602,SRR934915.1.16493170,SRR934915.1.7639355,SRR934915.1.6564628,SRR934915.1.26214100,SRR934915.1.15637862,SRR934915.1.4160355,SRR934915.1.19114060,SRR934915.1.5228952,SRR934915.1.5887041,SRR934915.1.20383037,SRR934915.1.28154002,SRR934915.1.27036255,SRR934915.1.26039180,SRR934915.1.18106633,SRR934915.1.8269529,SRR934915.1.301053,SRR934915.1.24981820,SRR934915.1.19742856,SRR934915.1.21111587,SRR934915.1.2448828,SRR934915.1.28819557,SRR934915.1.6309856,SRR934915.1.7084468,SRR934915.1.5915837,SRR934915.1.21266073,SRR934915.1.1989692,SRR934915.1.26113287,SRR934915.1.4028646,SRR934915.1.1803329,SRR934915.1.13221932,SRR934915.1.16181492,SRR934915.1.29899782,SRR934915.1.7374025,SRR934915.1.1936637,SRR934915.1.8659675,SRR934915.1.3672347,SRR934915.1.30855978,SRR934915.1.23079185,SRR934915.1.17457348,SRR934915.1.9730977,SRR934915.1.15623368,SRR934915.1.25768201,SRR934915.1.11945145,SRR934915.1.16010375,SRR934915.1.25951226,SRR934915.1.2419012,SRR934915.1.16624341,SRR934915.1.1821753,SRR934915.1.26923003,SRR934915.1.27309929,SRR934915.1.6346337,SRR934915.1.8836771,SRR934915.1.5263430,SRR934915.1.4005416,SRR934915.1.14068330,SRR934915.1.10944003,SRR934915.1.20362827,SRR934915.1.30693045,SRR934915.1.18390470,SRR934915.1.13815932,SRR934915.1.26271892,SRR934915.1.6492868,SRR934915.1.17694905,SRR934915.1.28544992,SRR934915.1.21786207,SRR934915.1.19155472,SRR934915.1.28950343,SRR934915.1.26135713,SRR934915.1.23975749,SRR934915.1.9244685,SRR934915.1.23557313,SRR934915.1.4638167,SRR934915.1.17947748,SRR934915.1.15642654,SRR934915.1.9352335,SRR934915.1.30241506,SRR934915.1.9179188,SRR934915.1.28718797,SRR934915.1.4709360,SRR934915.1.1381218,SRR934915.1.9475002,SRR934915.1.11664793,SRR934915.1.24023742,SRR934915.1.3585340,SRR934915.1.27577443,SRR934915.1.11749301,SRR934915.1.26959694	SRR934915.1.10155333,SRR934915.1.1779817,SRR934915.1.17360228,SRR934915.1.4058916,SRR934915.1.21155343,SRR934915.1.89318,SRR934915.1.9398377,SRR934915.1.304677,SRR934915.1.28510400,SRR934915.1.22876528,SRR934915.1.28917474,SRR934915.1.27384532,SRR934915.1.24903648,SRR934915.1.26563116,SRR934915.1.6848631,SRR934915.1.1880452,SRR934915.1.1023324,SRR934915.1.24064477,SRR934915.1.1626312,SRR934915.1.2127936,SRR934915.1.20347460,SRR934915.1.13838280,SRR934915.1.23240878,SRR934915.1.8059399,SRR934915.1.27091253,SRR934915.1.8856407,SRR934915.1.11142197,SRR934915.1.212347,SRR934915.1.26205640,SRR934915.1.16916269,SRR934915.1.20612172	YES_LDAS	4.2936	GT	1.9656	AG	1.4566	[INTRACHROMOSOMAL[chr13:2.28Mb]]	SRP027383	SRR934915	Tumor	intrachrom	FAM155A	COL4A1	ENSG00000204442	ENSG00000187498	protein_protein	COL4A1--FAM155A|FAM155A--COL4A1	Fusioncatcher|Zhao	NA|glioma
BRPF3--CLPSL1	36	24	ONLY_REF_SPLICE	BRPF3^ENSG00000096070.19	chr6:36214386:+	CLPSL1^ENSG00000204140.10	chr6:35786998:+	SRR934915.1.29417403,SRR934915.1.3178602,SRR934915.1.7191983,SRR934915.1.28277353,SRR934915.1.10939116,SRR934915.1.16973239,SRR934915.1.18984674,SRR934915.1.11915112,SRR934915.1.5535488,SRR934915.1.24763795,SRR934915.1.1803746,SRR934915.1.424708,SRR934915.1.13737846,SRR934915.1.21513101,SRR934915.1.849135,SRR934915.1.13001271,SRR934915.1.23236862,SRR934915.1.13785848,SRR934915.1.25002413,SRR934915.1.22591074,SRR934915.1.3076254,SRR934915.1.7469094,SRR934915.1.27095978,SRR934915.1.8479831,SRR934915.1.17414854,SRR934915.1.5222081,SRR934915.1.13346642,SRR934915.1.19247760,SRR934915.1.13227186,SRR934915.1.3110298,SRR934915.1.6358267,SRR934915.1.15449478,SRR934915.1.19049674,SRR934915.1.24021966,SRR934915.1.12352091,SRR934915.1.867621	SRR934915.1.25484853,SRR934915.1.31617,SRR934915.1.12262068,SRR934915.1.9341173,SRR934915.1.18642164,SRR934915.1.16538686,SRR934915.1.9456891,SRR934915.1.30008261,SRR934915.1.26119069,SRR934915.1.3026296,SRR934915.1.24110479,SRR934915.1.3772095,SRR934915.1.11839077,SRR934915.1.8155542,SRR934915.1.25330468,SRR934915.1.19013791,SRR934915.1.2075326,SRR934915.1.19489429,SRR934915.1.11311614,SRR934915.1.27702826,SRR934915.1.3921090,SRR934915.1.21733684,SRR934915.1.2968806,SRR934915.1.18164106	YES_LDAS	2.1116	GT	1.2867	AG	1.9656	[INTRACHROMOSOMAL[chr6:0.40Mb]]	SRP027383	SRR934915	Tumor	intrachrom	BRPF3	CLPSL1	ENSG00000096070	ENSG00000204140	protein_protein	BRPF3--CLPSL1|BRPF3--CLPSL1	Fusioncatcher|Zhao	NA|glioma
BRPF3--CLPSL1	16	24	ONLY_REF_SPLICE	BRPF3^ENSG00000096070.19	chr6:36210528:+	CLPSL1^ENSG00000204140.10	chr6:35786998:+	SRR934915.1.8432674,SRR934915.1.11210502,SRR934915.1.29425339,SRR934915.1.10602699,SRR934915.1.2354378,SRR934915.1.27226750,SRR934915.1.12078286,SRR934915.1.5926954,SRR934915.1.26102384,SRR934915.1.26229511,SRR934915.1.8815622,SRR934915.1.9404063,SRR934915.1.9882479,SRR934915.1.6548003,SRR934915.1.18984912,SRR934915.1.8363983	SRR934915.1.19489429,SRR934915.1.2075326,SRR934915.1.19013791,SRR934915.1.8155542,SRR934915.1.25330468,SRR934915.1.11839077,SRR934915.1.18164106,SRR934915.1.2968806,SRR934915.1.21733684,SRR934915.1.3921090,SRR934915.1.27702826,SRR934915.1.11311614,SRR934915.1.16538686,SRR934915.1.18642164,SRR934915.1.9341173,SRR934915.1.31617,SRR934915.1.12262068,SRR934915.1.25484853,SRR934915.1.3772095,SRR934915.1.24110479,SRR934915.1.3026296,SRR934915.1.26119069,SRR934915.1.30008261,SRR934915.1.9456891	YES_LDAS	1.4077	GT	1.9656	AG	1.9656	[INTRACHROMOSOMAL[chr6:0.40Mb]]	SRP027383	SRR934915	Tumor	intrachrom	BRPF3	CLPSL1	ENSG00000096070	ENSG00000204140	protein_protein	BRPF3--CLPSL1|BRPF3--CLPSL1	Fusioncatcher|Zhao	NA|glioma
ST7-OT4--CTTNBP2	6	0	ONLY_REF_SPLICE	ST7-OT4^ENSG00000214188.9	chr7:116955153:+	CTTNBP2^ENSG00000077063.11	chr7:117756634:-	SRR934918.1.2420305,SRR934918.1.13255969,SRR934918.1.2449576,SRR934918.1.13817649,SRR934918.1.13549627,SRR934918.1.3624348	.	YES_LDAS	0.2861	GT	1.9329	AG	1.9899	[INTRACHROMOSOMAL[chr7:0.74Mb]]	SRP027383	SRR934918	Tumor	intrachrom	ST7-OT4	CTTNBP2	ENSG00000214188	ENSG00000077063	lncRNA_protein	CTTNBP2--ST7-OT4	Fusioncatcher	NA
CDK7--CCNB1	3	2	ONLY_REF_SPLICE	CDK7^ENSG00000134058.12	chr5:69259936:+	CCNB1^ENSG00000134057.15	chr5:69177239:+	SRR934918.1.17133582,SRR934918.1.1891773,SRR934918.1.4992422	SRR934918.1.10888539,SRR934918.1.7085084	YES_LDAS	0.2384	GT	1.9899	AG	1.4295	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr5:0.06Mb],LOCAL_REARRANGEMENT:+:[56550]]	SRP027383	SRR934918	Tumor	intrachrom	CDK7	CCNB1	ENSG00000134058	ENSG00000134057	protein_protein	CDK7--CCNB1|CCNB1--CDK7|CDK7--CCNB1|CDK7--CCNB1|CDK7--CCNB1|CDK7--CCNB1|CDK7--CCNB1	ChimerDB3.0_ChimerSeq|Fusioncatcher|Mitelman|Christiaan_TCGA|Gao_TCGA|Nicolas|Yoshihara	BRCA|NA|Adenocarcinoma|BRCA|BRCA|Breast invasive carcinoma:  TCGA|BRCA
LTBP1--RASGRP3	3	4	ONLY_REF_SPLICE	LTBP1^ENSG00000049323.16	chr2:33134960:+	RASGRP3^ENSG00000152689.18	chr2:33539094:+	SRR934919.1.12047993,SRR934919.1.9787689,SRR934919.1.826019	SRR934919.1.9019894,SRR934919.1.19351701,SRR934919.1.1020487,SRR934919.1.4998167	YES_LDAS	0.3143	GT	1.9656	AG	1.5546	[INTRACHROMOSOMAL[chr2:0.04Mb],NEIGHBORS[36815]]	SRP027383	SRR934919	Tumor	intrachrom	LTBP1	RASGRP3	ENSG00000049323	ENSG00000152689	protein_protein	RASGRP3--LTBP1	Robinson	prostate cancer
LTBP1--RASGRP3	1	4	ONLY_REF_SPLICE	LTBP1^ENSG00000049323.16	chr2:33110751:+	RASGRP3^ENSG00000152689.18	chr2:33539094:+	SRR934919.1.5408360	SRR934919.1.9019894,SRR934919.1.4998167,SRR934919.1.1020487,SRR934919.1.19351701	YES_LDAS	0.2245	GT	1.8892	AG	1.5546	[INTRACHROMOSOMAL[chr2:0.04Mb],NEIGHBORS[36815]]	SRP027383	SRR934919	Tumor	intrachrom	LTBP1	RASGRP3	ENSG00000049323	ENSG00000152689	protein_protein	RASGRP3--LTBP1	Robinson	prostate cancer
PTN--DGKI	10	8	ONLY_REF_SPLICE	PTN^ENSG00000105894.11	chr7:137251230:-	DGKI^ENSG00000157680.15	chr7:137412207:-	SRR934922.1.10540186,SRR934922.1.17766815,SRR934922.1.19530309,SRR934922.1.11237517,SRR934922.1.10834502,SRR934922.1.2923698,SRR934922.1.15469248,SRR934922.1.5097332,SRR934922.1.15479998,SRR934922.1.11361595	SRR934922.1.20413871,SRR934922.1.17971254,SRR934922.1.18967489,SRR934922.1.17824237,SRR934922.1.14162999,SRR934922.1.15006854,SRR934922.1.15747690,SRR934922.1.19910588	YES_LDAS	0.9384	GT	1.7056	AG	1.9899	[INTRACHROMOSOMAL[chr7:0.04Mb],LOCAL_REARRANGEMENT:-:[37172]]	SRP027383	SRR934922	Tumor	intrachrom	PTN	DGKI	ENSG00000105894	ENSG00000157680	protein_protein	DGKI--PTN|PTN--DGKI	Fusioncatcher|Zhao	NA|glioma
FAM222A--MVK	8	3	ONLY_REF_SPLICE	FAM222A^ENSG00000139438.5	chr12:109714897:+	MVK^ENSG00000110921.14	chr12:109574809:+	SRR934923.1.3718645,SRR934923.1.4396072,SRR934923.1.8326791,SRR934923.1.4049598,SRR934923.1.18037951,SRR934923.1.2811693,SRR934923.1.3081285,SRR934923.1.2590680	SRR934923.1.12494210,SRR934923.1.9223103,SRR934923.1.17713485	YES_LDAS	0.5977	GT	1.7819	AG	1.9329	[INTRACHROMOSOMAL[chr12:0.12Mb]]	SRP027383	SRR934923	Tumor	intrachrom	FAM222A	MVK	ENSG00000139438	ENSG00000110921	protein_protein	FAM222A--MVK|FAM222A--MVK	Fusioncatcher|Zhao	NA|glioma
SLC2A8--KPNA3	2	4	ONLY_REF_SPLICE	SLC2A8^ENSG00000136856.17	chr9:127397538:+	KPNA3^ENSG00000102753.10	chr13:49733046:-	SRR934925.1.11402423,SRR934925.1.19925394	SRR934925.1.19459410,SRR934925.1.12302754,SRR934925.1.2268965,SRR934925.1.18663181	YES_LDAS	0.3009	GT	1.5656	AG	1.3753	[INTERCHROMOSOMAL[chr9--chr13]]	SRP027383	SRR934925	Tumor	interchrom	SLC2A8	KPNA3	ENSG00000136856	ENSG00000102753	protein_protein	KPNA3--SLC2A8|SLC2A8--KPNA3	Fusioncatcher|Zhao	NA|glioma
SLC2A8--KPNA3	2	4	ONLY_REF_SPLICE	SLC2A8^ENSG00000136856.17	chr9:127397286:+	KPNA3^ENSG00000102753.10	chr13:49733046:-	SRR934925.1.20521278,SRR934925.1.5091184	SRR934925.1.19459410,SRR934925.1.12302754,SRR934925.1.2268965,SRR934925.1.18663181	YES_LDAS	0.3009	GT	1.7056	AG	1.3753	[INTERCHROMOSOMAL[chr9--chr13]]	SRP027383	SRR934925	Tumor	interchrom	SLC2A8	KPNA3	ENSG00000136856	ENSG00000102753	protein_protein	KPNA3--SLC2A8|SLC2A8--KPNA3	Fusioncatcher|Zhao	NA|glioma
FGFR3--TACC3	25	15	ONLY_REF_SPLICE	FGFR3^ENSG00000068078.18	chr4:1806934:+	TACC3^ENSG00000013810.19	chr4:1735731:+	SRR934926.1.22740318,SRR934926.1.24272036,SRR934926.1.295266,SRR934926.1.20774257,SRR934926.1.3669985,SRR934926.1.20617467,SRR934926.1.16079620,SRR934926.1.23912159,SRR934926.1.12436899,SRR934926.1.22797473,SRR934926.1.24612541,SRR934926.1.3944920,SRR934926.1.13203402,SRR934926.1.23731332,SRR934926.1.8620833,SRR934926.1.1765789,SRR934926.1.3720903,SRR934926.1.6830181,SRR934926.1.8442748,SRR934926.1.10908661,SRR934926.1.19494769,SRR934926.1.10759307,SRR934926.1.23982469,SRR934926.1.11114847,SRR934926.1.19460476	SRR934926.1.23807264,SRR934926.1.23782185,SRR934926.1.15356080,SRR934926.1.10052551,SRR934926.1.4468412,SRR934926.1.3228662,SRR934926.1.9390412,SRR934926.1.7809231,SRR934926.1.15582109,SRR934926.1.3954054,SRR934926.1.15952932,SRR934926.1.20922593,SRR934926.1.8906007,SRR934926.1.19491073,SRR934926.1.14801532	YES_LDAS	1.6837	GT	1.8892	AG	1.9656	[Cosmic,ChimerPub,YOSHIHARA_TCGA,TumorFusionsNAR2018,ChimerKB,ChimerSeq,CCLE_StarF2019,TCGA_StarF2019,GUO2018CR_TCGA,Klijn_CellLines,INTRACHROMOSOMAL[chr4:0.05Mb],LOCAL_REARRANGEMENT:+:[48117]]	SRP027383	SRR934926	Tumor	intrachrom	FGFR3	TACC3	ENSG00000068078	ENSG00000013810	protein_protein	FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|TACC3--FGFR3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|TACC3--FGFR3|FGFR3--TACC3|FGFR3--TACC3|TACC3--FGFR3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|TACC3--FGFR3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|TACC3--FGFR3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|TACC3--FGFR3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3|FGFR3--TACC3	ChimerDB3.0_ChimerKB|ChimerDB3.0_ChimerKB|ChimerDB3.0_ChimerKB|ChimerDB3.0_ChimerKB|ChimerDB3.0_ChimerKB|ChimerDB3.0_ChimerKB|ChimerDB3.0_ChimerPub|ChimerDB3.0_ChimerSeq|ChimerDB3.0_ChimerSeq|ChimerDB3.0_ChimerSeq|ChimerDB3.0_ChimerSeq|ChimerDB3.0_ChimerSeq|ChimerDB3.0_ChimerSeq|Cosmic|Cosmic|Cosmic|FARE_CAFE|Fusioncatcher|Mitelman|Mitelman|Mitelman|Mitelman|Mitelman|Mitelman|Mitelman|TICdb|Babak|Babak|Christiaan_cellLine|Christiaan_cellLine|Christiaan_TCGA|Christiaan_TCGA|Christiaan_TCGA|Christiaan_TCGA|Christiaan_TCGA|Christiaan_TCGA|Christiaan_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGA|Gao_TCGAmarkerFusion|Gao_TCGAmarkerFusion|Gao_TCGAmarkerFusion|Gao_TCGAmarkerFusion|Nicolas|Nicolas|Nicolas|Nicolas|Nicolas|Nicolas|Saravana|Yoshihara|Yoshihara|Yoshihara|Yoshihara|Yoshihara|Yoshihara|Zhao	|bladder cancer|glioma|lung adenocarcinoma|urothelial carcinoma|head and neck squamous cell carcinoma|non small cell lung cancer;lung cancer;adenocarcinoma|LUSC|LGG|CESC|BLCA|GBM|HNSC|urinary_tract transitional_cell_carcinoma|central_nervous_system astrocytoma_Grade_IV|lung squamous_cell_carcinoma|bladder cancer|NA|Astrocytoma, grade III-IV|Transitional cell carcinoma|Astrocytoma, pilocytic/juvenile|Squamous cell carcinoma|Carcinoma, NOS|Adenocarcinoma|Astrocytoma, grade I-II|NA|BLCA|HNSC|Urinary Bladder_RT-112|Liver_Hep G2|LGG|BLCA|HNSC|STAD|KIRP|LUSC|GBM|BLCA|CESC|CESC|ESCA|GBM|GBM|HNSC|KIRP|LAML|LGG|LGG|LIHC|LUAD|LUSC|LUSC|STAD|BLCA|GBM|HNSC|LGG|Lung squamous cell carcinoma:  TCGA|Glioblastoma multiforme:  TCGA|Head and Neck squamous cell carcinoma:  TCGA|Kidney renal papillary cell carcinoma:  TCGA|Brain Lower Grade Glioma:  TCGA|Bladder Urothelial Carcinoma:  TCGA|lung_cancer|LUSC|BLCA|HNSC|CESC|LGG|GBM|glioma
ETV6--NELL2	10	4	ONLY_REF_SPLICE	ETV6^ENSG00000139083.10	chr12:11650160:+	NELL2^ENSG00000184613.10	chr12:44816136:-	SRR934927.1.5684871,SRR934927.1.17364087,SRR934927.1.5634763,SRR934927.1.5121519,SRR934927.1.3128795,SRR934927.1.696529,SRR934927.1.3410681,SRR934927.1.16348026,SRR934927.1.22469986,SRR934927.1.5439939	SRR934927.1.2466399,SRR934927.1.14654557,SRR934927.1.8522194,SRR934927.1.20704268	YES_LDAS	0.6024	GT	1.9329	AG	1.8323	[INTRACHROMOSOMAL[chr12:32.61Mb]]	SRP027383	SRR934927	Tumor	intrachrom	ETV6	NELL2	ENSG00000139083	ENSG00000184613	protein_protein	ETV6--NELL2|ETV6--NELL2	Fusioncatcher|Zhao	NA|glioma
CNN2--WDR18	3	4	ONLY_REF_SPLICE	CNN2^ENSG00000064666.15	chr19:1036562:+	WDR18^ENSG00000065268.10	chr19:989762:+	SRR934927.1.10031559,SRR934927.1.10974872,SRR934927.1.5229492	SRR934927.1.4052944,SRR934927.1.844600,SRR934927.1.10945569,SRR934927.1.990768	YES_LDAS	0.3012	GT	1.9329	AG	1.8892	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr19:0.03Mb],LOCAL_REARRANGEMENT:+:[28148]]	SRP027383	SRR934927	Tumor	intrachrom	CNN2	WDR18	ENSG00000064666	ENSG00000065268	protein_protein	CNN2--WDR18|CNN2--WDR18	Christiaan_TCGA|Gao_TCGA	LIHC|LIHC
MYO6--SENP6	9	6	ONLY_REF_SPLICE	MYO6^ENSG00000196586.15	chr6:75749423:+	SENP6^ENSG00000112701.18	chr6:75715385:+	SRR934929.3024826,SRR934929.8875197,SRR934929.99441,SRR934929.17336680,SRR934929.20319516,SRR934929.1344115,SRR934929.15373668,SRR934929.3459507,SRR934929.13670634	SRR934929.9752656,SRR934929.16911224,SRR934929.7387600,SRR934929.12103358,SRR934929.13166871,SRR934929.21297176	YES_LDAS	0.7143	GT	1.6729	AG	1.8256	[CCLE_StarF2019,ChimerSeq,YOSHIHARA_TCGA,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr6:0.03Mb],LOCAL_REARRANGEMENT:+:[30911]]	SRP027383	SRR934929	Tumor	intrachrom	MYO6	SENP6	ENSG00000196586	ENSG00000112701	protein_protein	MYO6--SENP6|MYO6--SENP6|MYO6--SENP6|MYO6--SENP6|MYO6--SENP6|MYO6--SENP6|MYO6--SENP6|MYO6--SENP6|MYO6--SENP6|MYO6--SENP6	ChimerDB3.0_ChimerSeq|ChimerDB3.0_ChimerSeq|ChimerDB3.0_ChimerSeq|Fusioncatcher|Mitelman|Yoshihara|Yoshihara|Yoshihara|Yoshihara|Zhao	LUAD|BRCA|HNSC|NA|Adenocarcinoma|HNSC|BRCA|UCS|LUAD|glioma
CDK17--KCNC2	5	3	ONLY_REF_SPLICE	CDK17^ENSG00000059758.8	chr12:96300304:-	KCNC2^ENSG00000166006.13	chr12:75051317:-	SRR934929.5693788,SRR934929.14760466,SRR934929.13664786,SRR934929.21636368,SRR934929.8340695	SRR934929.14885635,SRR934929.5408361,SRR934929.1271962	YES_LDAS	0.381	GT	1.7056	AG	1.4256	[INTRACHROMOSOMAL[chr12:21.07Mb]]	SRP027383	SRR934929	Tumor	intrachrom	CDK17	KCNC2	ENSG00000059758	ENSG00000166006	protein_protein	CDK17--KCNC2|CDK17--KCNC2	Fusioncatcher|Zhao	NA|glioma
